,Unnamed: 0,PMID/PMCID,Publisher,Journal title,Article title,Cost,Cleaned,NewTitle
1892,1892,23740368 PMC3840700 ,Wiley,Arthritis and Rheumatism,The impact of inflammation on metabolomic profiles in patients with arthritis,1500.0,100,Arthritis and rheumatism
1893,1893,3654172,Wiley,Bioethics,What Can History Do for Bioethics?,1901.02,100,
1894,1894,PMC3579232 ,Wiley,Bioethics,Free Riders and Pious Sons - Why Science Research Remains Obligatory,1969.41,100,
1895,1895,PMC3660781,Wiley,Bioethics,"Presidential Address: The ethics of recognition, responsibility and respect ",1969.41,100,
1896,1896,,Wiley,Biopolymers,Particle Tracking Microrheology of Purified Gastrointestinal Mucins,1981.77,100,
1897,1897,,Wiley,Birth Defects Research Part A: Clinical and Molecular Teratology,Knowledge and peri-conceptional use of folic acid for the prevention of neural tube defects in ethnic communities in the United Kingdom: Systematic review and meta-analysis,1500.0,98,"Birth defects research. Part A, Clinical and molecular teratology"
1898,1898,,Wiley,Birth Defects Research Part A: Clinical and Molecular TeratologyÂ  ,Is LMNB1 a susceptibility gene for neural tube defects in humans?,1500.0,95,"Birth defects research. Part A, Clinical and molecular teratology"
1899,1899,PMC3612708,Wiley,British Journal of Clinical Pharmacology,Human stem cell-derived astrocytes and their application to studying Nrf2-mediated neuroprotective pathways and therapeutics in neurodegeneration,2184.22,100,British journal of clinical pharmacology
1900,1900,published August 2013,Wiley,British Journal of Dermatology,Immunohistochemical and ultrastructural features of congenital melanocytic naevus cells support a stem cell phenotype,1954.74,100,The British journal of dermatology
1901,1901,PMCID: PMC3557659 ,Wiley,British Journal of Haematology,Malaria: modification of the red blood cell and consequences in the human host,1929.35,100,British journal of haematology
1902,1902,23121507 PMCID: PMC3596649 ,Wiley,British Journal of Pharmacology,Inhibition of endothelial cell calcium entry and transient receptor potential,1868.0,100,British journal of pharmacology
1903,1903,"PMC3594681

",Wiley,British Journal of Pharmacology,On the selectivity of neuronal nitric oxide synthase inhibitors,1900.9,100,British journal of pharmacology
1904,1904,23763262,Wiley,British Journal of Pharmacology,In pursuit of small molecule chemistry for calcium-permeable non-selective TRPC channels - mirage or pot of gold?,1952.24,100,British journal of pharmacology
1905,1905,23902464,Wiley,Cellular Microbiology,"Mannan core branching of lipo(arabino)mannan is
required for mycobacterial virulence in the context of
innate immunity",1500.0,100,Cellular microbiology
1906,1906,PMID:24009110,Wiley,Chembiochem : a European journal of chemical biology,The Development of Selective Inhibitors of NagZ: Increased Susceptibility of Gram-negative Bacteria to ?-lactams,1500.0,100,
1907,1907,PMID:23483642 PMC3625746 ,Wiley,Chembiochem : a European journal of chemical biology,An Enzymatic Route to Selenazolines,2083.48,100,
1908,1908,23418011  PMCID: PMC3792637 ,Wiley,Chembiochem : a European journal of chemical biology,tructural insights into the recovery of aidolase activity in N-acetyl neuraminic acid lyase by replacement of the catelytically active lysine with gamma-thialysin using a chemical mutagenisis strategy,2153.41,100,
1909,1909,22996943 PMCID: PMC3569615 ,Wiley,Chemistry -  European Journal,The use of electrospray mass spectrometry to determine speciation in a dynamic combinatorial library for anion recognition,2051.27,0,
1910,1910,PMC3484687,Wiley,"Journal of child psychology and psychiatry, and allied disciplines",The Affective Reactivity Index: A concise irritability scale for clinical and research settings,2302.93,100,"Journal of child psychology and psychiatry, and allied disciplines"
1911,1911,PMC3654171,Wiley,Clinical Genetics,Telamere length measurement can distinguish pathogenic from non-pathogenic varÂ,2864.53,100,Clinical genetics
1912,1912,3638371,Wiley,Cytoskeleton,The kinetics of force-induced cell reorganization depend on microtubules and actin,1977.72,0,
1913,1913,PMC3674534,Wiley,Developing World Bioethics,"She's my sister-in-law, my visitor, my friend' -- challenges of staff identity in home follow-up in an HIV trial in Western Kenya.",1954.14,100,Developing world bioethics
1914,1914,3698701,Wiley,Development Dynamics,Expression of glycosaminoglycan epitopes during zebrafish skeletogenesis,2400.0,0,
1915,1915,,Wiley,Developmental Science,The relationship between puberty and social emotion processing,1500.0,100,Developmental science
1916,1916,PMC3586655,Wiley,Diabetic Medicine,"Sequencing PDX1 (insulin promoter factor 1) in 1788 UK individuals found 5% had a low frequency coding variant, but these variants are not associated with Type 2 diabetes.",2304.31,0,
1917,1917,PMC3654556,Wiley,Diabetic Medicine,Biallelic PDX1 (insulin promoter factor 1) mutations causing neonatal diabetes without exocrine pancreatic insufficiency,2310.95,0,
1918,1918,-,Wiley,Diabetic Medicine,Urinary C-peptide Creatinine Ratio (UCPCR) detects absolute insulin deficiency in type 2 diabetes,2384.1,0,
1919,1919,PMC3586630,Wiley,Ecology and Evolution,The bacterial parasite Pasteuria ramosa is not killed if it fails to infect: implications for coevolution,1440.0,100,Ecology and evolution
1920,1920,epub,Wiley,Ecology Letters,Differential sources of host species heterogeneity influence the transmission and control of multi-host parasites,2388.08,100,Ecology letters
1921,1921,"PMC3628103

",Wiley,EMBO Molecular Medicine,Long-term p110alpha PI3K inactivation exerts a beneficial effect on metabolism,3078.92,100,EMBO molecular medicine
1922,1922,,Wiley,Epilepsia,Structural correlates of impaired working memory in hippocampal sclerosis,1500.0,100,
1923,1923,PMC3615169,Wiley,European Journal of Immunology,"ICOS controls Foxp3+ regulatory T cell expansion, maintenance, and IL-10 production during helminth infection",1820.09,100,European journal of immunology
1924,1924,PMCID: PMC3734624,Wiley,European Journal of Immunology,AMPK?1: A glucose sensor that controls CD8 T-cell memory.,2020.25,100,European journal of immunology
1925,1925,,Wiley,European Journal of Neuroscience,Parallelism in the brain's visual form system,1500.0,100,The European journal of neuroscience
1926,1926,PMC3795443,Wiley,Evolution; international journal of organic evolution,Spite versus cheats: competition among social strategies shapes virulence in Pseudomonas aeruginosa,2184.22,100,
1927,1927,,Wiley,Evolution; international journal of organic evolution,Is HIV short-sighted? Insights from a multi-strain nested model,2374.52,100,
1928,1928,"PMC3470925

",Wiley,Experimental Physiology,Remote Ischaemic pre- and delayed post conditioning,1894.94,100,Experimental physiology
1929,1929,23170778 PMC3572582 ,Wiley,The FEBS journal,Crystal structures of murine angiogenin-2 and -3-probing 'structure--function' relationships amongst angiogenin homologues.,2246.21,100,The FEBS journal
1930,1930,23082758 PMC3564407,Wiley,The FEBS journal,Structural basis of peptide recognition by the angiotensin-1 converting enzyme homologue AnCE from DrosophilaÂ melanogaster.,2247.05,100,The FEBS journal
1931,1931,23517310 PMC3734648 ,Wiley,FEBS Journal,Adenosin-5'-phosphosulfate (APS) - a multifaceted modulator of bifunctional PAPS synthases and related enzymes,1500.0,100,The FEBS journal
1932,1932,print due Sept 13,Wiley,FEBS Journal,Recent progress in satellite cell/myoblast engraftment: relevance for therapy,1500.0,100,The FEBS journal
1933,1933,PMID : 23763300,Wiley,FEMS Microbiology Letters,bkaR is a TetR-type repressor that controls an operon associated with branched-chain keto-acid metabolism in Mycobacteria.,2008.84,100,FEMS microbiology letters
1934,1934,-,Wiley,FEMS Microbiology Letters,Identification of type II toxin-antitoxin modules in Burkholderia pseudomallei,2337.66,100,FEMS microbiology letters
1935,1935,23738518,Wiley,Genes Brain Behaviour,A genome-wide association study for reading and language abilities in two population cohorts,2355.52,0,
1936,1936,23315936 PMC3638342,Wiley,genesis: Journal of Genetics,The Caenorhabditis elegans homeobox gene ceh-19 is required for MC motoneuron function,2376.4,0,
1937,1937,3644876,Wiley,Glia,Microglia and macrophages differentially modulate cell death after brain injury caused by oxygen-glucose deprivation in organotypic brain slices,1977.72,100,
1938,1938,PMC3580049,Wiley,Glia,Injury and differentiation following inhibition of mitochondrial respiratory chain complex IV in rat oligodendrocytes,2184.22,100,
1940,1940,23775568,Wiley,"Hepatology (Baltimore, Md.)",Paracrine signals from liver sinusoidal endothelium regulate hepatitis C virus replication,1500.0,100,
1941,1941,22807091  PMC3744754 ,Wiley,"Hepatology (Baltimore, Md.)",Heterogeneous claudin-1 expression in human liver,1500.0,100,
1942,1942,,Wiley,"Hepatology (Baltimore, Md.)",Proteome-wide analyses of human hepatocytes during differentiation and de-differentiation,1969.41,100,
1943,1943,,Wiley,"Hepatology (Baltimore, Md.)",HCV treatment for prevention among people who inject drugs: modelling teatment scale-up in the age of direct-acting antivirals,2355.52,100,
1944,1944,3638324,Wiley,"Hepatology (Baltimore, Md.)",Osteopontin is a novel downstream target of SOX9 with diagnostic implications for progression of liver fibrosis in humans,2373.26,100,
1945,1945,Epub ahead of print - june 2013,Wiley,Hippocampus,"Transitivity Performance, Relational Hierarchy Knowledge and Awareness: Results of an Instructional Framing Manipulation",1500.0,100,
1946,1946,published jun 2013 epub ahead of print,Wiley,Hippocampus,Representations of recent and remote autobiographical memories in hippocampal subfields,1500.0,100,
1948,1948,,Wiley,Human Brain Mapping,A Novel Approach to Probabilistic Biomarker-Based Classification Using Functional Near-Infrared Spectroscopy,1500.0,100,Human brain mapping
1949,1949,3272220,Wiley,Human Mutation,Pseudoachondroplasia and multiple epiphyseal dysplasia: A 7-year comprehensive analysis of the known disease genes identify novel and recurrent mutations and provides an accurate assessment of their relative contribution,2310.95,100,Human mutation
1950,1950,"PMC3746110

",Wiley,"Human Mutation: Variation, Informatics, and Disease","Associations among genotype, clinical phenotype, and intracellular localization of trafficking proteins in ARC syndrome",1500.0,0,
1951,1951,,Wiley,Immunological Reviews,Actin cytoskeletal defects in immunodeficiency,1500.0,100,Immunological reviews
1952,1952,PMC3532612,Wiley,Inflammatory Bowel Diseases,Defective TNF release from CrohnÂs disease macrophages in response to Toll-like receptor activation: relationship to phenotype and genome-wide association susceptibility loci,1927.56,100,Inflammatory bowel diseases
1953,1953,PMC3504977,Wiley,International Journal of Geriatric Psychiatry,Strain and its correlates among carers of people with dementia in low and middle income countries. A 10/66 Dementia Research population-based survey,2302.93,100,International journal of geriatric psychiatry
1954,1954,,Wiley,International Journal of Stroke,Length of carotid stenosis predicts peri-procedural stroke or death and restenosis in patients randomized to endovascular treatment or endarterectomy,1500.0,87,International journal of MS care
1955,1955,PMC3607410,Wiley,Journal of Bone and Mineral Research,Regulation of human bone marrow stromal cell proliferation and differentiation,755.45,0,
1956,1956,41609,Wiley,Journal of Cellular Biochemistry,"The U5 snRNA internal loop 1 is a platform for Brr2, Snu114 and Prp8 protein binding during U5 snRNP assembly",1971.87,100,Journal of cellular biochemistry
1957,1957,3796855,Wiley,Journal of Child Psychology and Psychiatry,Parental depressive and anxiety symptoms during pregnancy and attention problems in children. A cross-cohort consistency study,2222.22,87,Clinical child psychology and psychiatry
1958,1958,PMC3798115,Wiley,Journal of Evolutionary Biology,Fecundity compensation and tolerance to a sterilizing pathogen in Daphnia.,2365.54,100,Journal of evolutionary biology
1959,1959,"PMC3644170


",Wiley,Journal of Neurochemistry,A nicotinic acetylcholine receptor transmembrane point mutation...,1860.57,100,Journal of neurochemistry
1960,1960,PMC3557716,Wiley,Journal of Neurochemistry,SMRT-mediated co-shuttling enables export of class IIa HDACs independent of their CaM kinase phosphorylation sites,2184.22,100,Journal of neurochemistry
1962,1962,"PMC3664422

",Wiley,Journal of Neurochemistry ,"Quality control parameters on a large dataset of control, regionally dissected human brains for whole genome expression",2010.24,98,Journal of neurochemistry
